,0
4927,卐
4928,辂
4929,汞
4930,尿
4931,麋
4932,觜
4933,殛
4934,舶
4935,灒
4936,箩
4937,赡
4938,箜
4939,篌
4940,叼
4941,彥
4942,飚
4943,廛
4944,袱
4945,膛
4946,朶
4947,嘞
4948,隹
4949,薜
4950,唬
4951,坨
4952,裆
4953,眦
4954,弨
4955,蕡
4956,鄱
4957,婧
4958,赆
4959,臼
4960,殢
4961,罽
4962,缮
4963,礅
4964,搉
4965,沚
4966,镝
4967,酩
4968,酊
4969,婢
4970,疫
4971,蜩
4972,弑
4973,柞
4974,礡
4975,駃
4976,炜
4977,馍
4978,〇
4979,鬣
4980,眇
4981,溃
4982,扽
4983,瞄
4984,鹘
4985,嵇
4986,塬
4987,悸
4988,纥
4989,衽
4990,唏
4991,矱
4992,抉
4993,沆
4994,漭
4995,锚
4996,笥
4997,亟
4998,榘
4999,圜
5000,颛
5001,顼
5002,杪
5003,浈
5004,汕
5005,壹
5006,婀
5007,楣
5008,炆
5009,囧
5010,挞
5011,頍
5012,弁
5013,荥
5014,锹
5015,皕
5016,晌
5017,呓
5018,湲
5019,篾
5020,蘼
5021,甃
5022,艄
5023,逻
5024,楂
5025,棼
5026,拎
5027,叁
5028,祢
5029,蚤
5030,箐
5031,胳
5032,膊
5033,绦
5034,炰
5035,狎
5036,胚
5037,鼔
5038,亳
5039,囯
5040,捋
5041,疃
5042,茕
5043,漉
5044,龆
5045,岵
5046,镲
5047,铲
5048,亸
5049,鞚
5050,骆
5051,痣
5052,鸑
5053,鷟
5054,咮
5055,糕
5056,崮
5057,捡
5058,扔
5059,拊
5060,佶
5061,岀
5062,鶱
5063,垤
5064,聘
5065,涑
5066,杓
5067,瀰
5068,桡
5069,胁
5070,鞳
5071,噼
5072,愕
5073,褦
5074,襶
5075,蔌
5076,呷
5077,茬
5078,辐
5079,辏
5080,栀
5081,茆
5082,鲨
5083,薛
5084,猗
5085,亷
5086,稠
5087,廑
5088,昀
5089,棰
5090,忱
5091,趄
5092,棓
5093,聿
5094,幺
5095,镖
5096,瞠
5097,屺
5098,嫱
5099,诒
5100,莪
5101,瘫
5102,廻
5103,欤
5104,桢
5105,砸
5106,铣
5107,玡
5108,骠
5109,灸
5110,膜
5111,龀
5112,缜
5113,曩
5114,鲊
5115,捅
5116,喇
5117,叭
5118,剡
5119,瀣
5120,傔
5121,蒡
5122,疹
5123,砣
5124,棣
5125,嗤
5126,炀
5127,嗥
5128,铧
5129,勷
5130,肮
5131,萆
5132,锲
5133,闳
5134,湜
5135,竣
5136,龊
5137,蜢
5138,奄
5139,侑
5140,绑
5141,谠
5142,笕
5143,蛀
5144,砑
5145,崐
5146,窜
5147,掺
5148,啦
5149,枞
5150,旰
5151,衿
5152,倥
5153,偬
5154,尕
5155,幢
5156,帨
5157,嫏
5158,嬛
5159,榇
5160,牗
5161,洨
5162,靑
5163,濮
5164,鸵
5165,罍
5166,睐
5167,觐
5168,痧
5169,柽
5170,漈
5171,荚
5172,馈
5173,鞅
5174,鳊
5175,谬
5176,祓
5177,藿
5178,噬
5179,喏
5180,碉
5181,彀
5182,狷
5183,吶
5184,沇
5185,挪
5186,蘭
5187,覩
5188,觍
5189,洌
5190,叽
5191,釉
5192,礽
5193,芊
5194,氐
5195,祜
5196,駬
5197,霍
5198,棪
5199,旄
5200,刍
5201,仟
5202,帞
5203,湎
5204,聃
5205,陬
5206,挲
5207,瘏
5208,彬
5209,埊
5210,骓
5211,碘
5212,殡
5213,蕨
5214,唠
5215,焱
5216,铠
5217,韡
5218,雹
5219,簠
5220,孬
5221,蹚
5222,妮
5223,涮
5224,眈
5225,薏
5226,苡
5227,凐
5228,柲
5229,隳
5230,赍
5231,侪
5232,圉
5233,魑
5234,忤
5235,芰
5236,胤
5237,鎏
5238,彫
5239,媺
5240,聂
5241,谆
5242,劭
5243,羑
5244,窓
5245,肘
5246,绉
5247,耩
5248,嵋
5249,寤
5250,侥
5251,篚
5252,摛
5253,鸷
5254,禳
5255,仝
5256,赜
5257,郞
5258,铝
5259,犟
5260,舔
5261,鳣
5262,儆
5263,傩
5264,霪
5265,怂
5266,鲽
5267,棫
5268,奘
5269,淦
5270,绔
5271,轧
5272,錾
5273,卤
5274,葑
5275,雦
5276,繖
5277,寔
5278,矞
5279,雇
5280,剌
5281,侦
5282,楔
5283,誊
5284,屧
5285,泫
5286,袛
5287,獐
5288,聒
5289,淸
5290,肸
5291,蚃
5292,抡
5293,钛
5294,钒
5295,咧
5296,凼
5297,挜
5298,阇
5299,啰
5300,诃
5301,蚝
5302,涴
5303,聙
5304,炙
5305,潄
5306,悻
5307,姮
5308,杼
5309,摒
5310,嫮
5311,姱
5312,赂
5313,罂
5314,囱
5315,廋
5316,尅
5317,龡
5318,铙
5319,菠
5320,瑯
5321,跩
5322,痔
5323,瞪
5324,砭
5325,阃
5326,涡
5327,嗲
5328,拇
5329,坫
5330,雊
5331,旃
5332,垞
5333,柠
5334,檬
5335,摽
5336,馗
5337,栎
5338,茜
5339,搥
5340,噜
5341,铵
5342,谴
5343,哏
5344,蛭
5345,跤
5346,醑
5347,蜷
5348,肪
5349,胱
5350,铖
5351,咐
5352,噫
5353,漩
5354,洑
5355,鄯
5356,懊
5357,椴
5358,霰
5359,缣
5360,鏁
5361,髹
5362,輶
5363,菇
5364,醲
5365,艚
5366,兒
5367,倪
5368,滪
5369,涔
5370,磵
5371,阱
5372,齑
5373,螟
5374,蛉
5375,淇
5376,姥
5377,珏
5378,褾
5379,佻
5380,愬
5381,湯
5382,喔
5383,蝼
5384,忐
5385,忑
5386,辚
5387,犒
5388,沩
5389,嫓
5390,臈
5391,秣
5392,毳
5393,滤
5394,罥
5395,胛
5396,臊
5397,闵
5398,矸
5399,蹶
5400,圊
5401,膻
5402,醓
5403,醢
5404,掎
5405,柢
5406,畀
5407,昕
5408,檗
5409,鑫
5410,黝
5411,毙
5412,泷
5413,洎
5414,汴
5415,谖
5416,贽
5417,馂
5418,蘑
5419,躭
5420,艮
5421,冇
5422,絜
5423,埒
5424,蚯
5425,侩
5426,胀
5427,霈
5428,蜺
5429,亁
5430,凉
5431,讪
5432,狙
5433,醍
5434,醐
5435,诬
5436,琤
5437,畬
5438,郇
5439,蜊
5440,悒
5441,鸶
5442,鹓
5443,杈
5444,睚
5445,窿
5446,粝
5447,拗
5448,鳷
5449,甎
5450,骍
5451,颙
5452,诧
5453,掰
5454,瞿
5455,勍
5456,肓
5457,某
5458,埵
5459,淏
5460,楮
5461,瘘
5462,泵
5463,夤
5464,溷
5465,勅
5466,蒉
5467,懐
5468,粕
5469,詩
5470,弇
5471,窘
5472,掴
5473,谰
5474,菘
5475,窠
5476,鬵
5477,轭
5478,稜
5479,逵
5480,肄
5481,吆
5482,妯
5483,娌
5484,槏
5485,歊
5486,棊
5487,脐
5488,葺
5489,胫
5490,搡
5491,鹡
5492,鸰
5493,恚
5494,顠
5495,祏
5496,跂
5497,鄞
5498,芩
5499,鸮
5500,醹
5501,醁
5502,琏
5503,佃
5504,揍
5505,飮
5506,徬
5507,垌
5508,鴡
5509,鳲
5510,缗
5511,冼
5512,嫄
5513,戺
5514,踽
5515,圬
5516,錘
5517,觔
5518,髑
5519,髅
5520,簮
5521,愍
5522,灏
5523,鲠
5524,毖
5525,谀
5526,壖
5527,蹔
5528,撸
5529,镯
5530,徕
5531,鲵
5532,謦
5533,欬
5534,圻
5535,罝
5536,锭
5537,昵
5538,絪
5539,瀸
5540,豰
5541,囫
5542,囵
5543,苘
5544,牯
5545,靳
5546,缊
5547,輋
5548,诔
5549,咛
5550,缟
5551,華
5552,間
5553,畸
5554,谹
5555,洹
5556,鸲
5557,鹆
5558,匍
5559,匐
5560,饔
5561,辋
5562,罟
5563,昴
5564,赑
5565,屃
5566,钹
5567,鹣
5568,烜
5569,泐
5570,柬
5571,罣
5572,蘅
5573,酲
5574,蹇
5575,戕
5576,蝙
5577,钲
5578,樨
5579,砝
5580,旾
5581,宬
5582,綦
5583,薃
5584,佰
5585,躺
5586,趸
5587,瑛
5588,荄
5589,骎
5590,靈
5591,淙
5592,佽
5593,蓂
5594,嶻
5595,嶭
5596,郦
5597,湑
5598,祟
5599,咥
5600,猬
5601,晞
5602,酵
5603,箔
5604,崦
5605,嵫
5606,锌
5607,皦
5608,桀
5609,歉
5610,喙
5611,媸
5612,剿
5613,纣
5614,唆
5615,檷
5616,睥
5617,忉
5618,璈
5619,箦
5620,摅
5621,廖
5622,塈
5623,鱿
5624,佤
5625,郫
5626,峁
5627,寀
5628,颏
5629,硙
5630,覚
5631,氓
5632,慄
5633,婕
5634,妤
5635,诂
5636,歩
5637,崃
5638,潏
5639,瞵
5640,筌
5641,痂
5642,硐
5643,郕
5644,铡
5645,惋
5646,蹒
5647,跚
5648,嵖
5649,岈
5650,玥
5651,賖
5652,跖
5653,剎
5654,臧
5655,琰
5656,恿
5657,蹋
5658,噢
5659,鹑
5660,赉
5661,稹
5662,妊
5663,娠
5664,簃
5665,觌
5666,煜
5667,垆
5668,叻
5669,斝
5670,麀
5671,炁
5672,彧
5673,伕
5674,郅
5675,慭
5676,橫
5677,谘
5678,悱
5679,黾
5680,恟
5681,戥
5682,脔
5683,菿
5684,斡
5685,膈
5686,艘
5687,貉
5688,镛
5689,渑
5690,吗
5691,丱
5692,暌
5693,闇
5694,阊
5695,赧
5696,虮
5697,虱
5698,徭
5699,嬗
5700,鏦
5701,懔
5702,嵚
5703,吩
5704,鹢
5705,濬
5706,棨
5707,暾
5708,穰
5709,籝
5710,殄
5711,膘
5712,涣
5713,嶰
5714,磔
5715,闿
5716,珪
5717,卺
5718,缉
5719,礿
5720,禋
5721,疚
5722,绗
5723,灺
5724,潕
5725,潖
5726,洸
5727,兢
5728,餰
5729,猱
5730,卞
5731,龁
5732,荳
5733,汯
5734,鹪
5735,鹩
5736,椁
5737,曷
5738,臜
5739,忮
5740,芡
5741,髴
5742,锰
5743,剳
5744,卬
5745,刿
5746,惫
5747,鼯
5748,哩
5749,搴
5750,蝈
5751,籧
5752,毽
5753,舻
5754,烨
5755,谮
5756,秆
5757,鼋
5758,罚
5759,嘢
5760,蕲
5761,闉
5762,阏
5763,蹩
5764,枊
5765,芫
5766,魍
5767,魉
5768,阛
5769,阓
5770,橦
5771,菋
5772,鸨
5773,嫰
5774,铒
5775,玳
5776,盰
5777,楞
5778,鳢
5779,啵
5780,葼
5781,徂
5782,—
5783,廾
5784,骰
5785,岌
5786,鸹
5787,栾
5788,酢
5789,幂
5790,萑
5791,苻
5792,欃
5793,孭
5794,镬
5795,晊
5796,疎
5797,鄘
5798,哂
5799,嘥
5800,抻
5801,蠲
5802,瓴
5803,绌
5804,羚
5805,馑
5806,卍
5807,嘟
5808,呃
5809,厩
5810,坺
5811,釭
5812,晲
5813,镭
5814,晡
5815,钰
5816,腓
5817,瘅
5818,獍
5819,忪
5820,尒
5821,缬
5822,拷
5823,镪
5824,崴
5825,搐
5826,摁
5827,陂
5828,穟
5829,
5830,讫
5831,踈
5832,芎
5833,熨
5834,荇
5835,衅
5836,焊
5837,晜
5838,椹
5839,葚
5840,踬
5841,燿
5842,糅
5843,鄜
5844,殳
5845,靛
5846,滢
5847,蓠
5848,義
5849,麃
5850,畤
5851,羵
5852,撄
5853,兿
5854,瑀
5855,硖
5856,诹
5857,翂
5858,翐
5859,痊
5860,烷
5861,烃
5862,烯
5863,搯
5864,妓
5865,绨
5866,浠
5867,攥
5868,颕
5869,黥
5870,煅
5871,褵
5872,秕
5873,邛
5874,畎
5875,蕝
5876,葇
5877,荑
5878,嗳
5879,鬏
5880,眩
5881,嶓
5882,蘗
5883,踔
5884,茔
5885,玅
5886,鴂
5887,薝
5888,荪
5889,甬
5890,蟮
5891,佟
5892,缵
5893,埻
5894,啮
5895,趔
5896,疤
5897,撙
5898,牴
5899,嚎
5900,啕
5901,肾
5902,獒
5903,缧
5904,绁
5905,藘
5906,艨
5907,艟
5908,遅
5909,蛐
5910,枋
5911,膨
5912,轺
5913,募
5914,唎
5915,丗
5916,舳
5917,朕
5918,姞
5919,屉
5920,瞭
5921,餂
5922,梐
5923,俍
5924,榦
5925,绖
5926,覇
5927,峆
5928,罇
5929,蚨
5930,镏
5931,謇
5932,嶊
5933,崣
5934,匜
5935,嫜
5936,瀼
5937,洮
5938,邠
5939,鼛
5940,泅
5941,孵
5942,悫
5943,捂
5944,眶
5945,鄼
5946,簏
5947,淺
5948,浡
5949,窔
5950,枏
5951,灊
5952,盬
5953,釐
5954,閤
5955,痞
5956,珈
5957,醽
5958,祡
5959,霂
5960,臶
5961,沨
5962,璩
5963,铛
5964,牾
5965,抨
5966,靘
5967,缳
5968,刎
5969,菉
5970,逄
5971,蠏
5972,疠
5973,巣
5974,牕
5975,蛆
5976,隍
5977,圮
5978,紬
5979,栌
5980,筮
5981,飔
5982,聶
5983,洡
5984,砰
5985,怄
5986,饤
5987,镵
5988,宓
5989,呸
5990,掭
5991,菑
5992,炅
5993,褶
5994,佘
5995,鳥
5996,嗷
5997,幙
5998,讧
5999,滂
6000,湟
6001,圪
6002,垯
6003,帑
6004,矬
6005,嗑
6006,巵
6007,郛
6008,琱
6009,螽
6010,玖
6011,晧
6012,踹
6013,焐
6014,邾
6015,衩
6016,瘀
6017,偾
6018,垴
6019,爿
6020,寮
6021,虡
6022,昍
6023,烊
6024,問
6025,聞
6026,無
6027,裏
6028,昐
6029,憝
6030,鬂
6031,濩
6032,胠
6033,杩
6034,鬷
6035,伲
6036,遊
6037,桷
6038,鋚
6039,珲
6040,癞
6041,晳
6042,诅
6043,孢
6044,骒
6045,苾
6046,隄
6047,橑
6048,嚯
6049,菀
6050,旸
6051,鳍
6052,呛
6053,锏
6054,颡
6055,泚
6056,圝
6057,俶
6058,酡
6059,咦
6060,囡
6061,诮
6062,泺
6063,醖
6064,彘
6065,鲧
6066,湝
6067,旮
6068,旯
6069,蒄
6070,聱
6071,宼
6072,逡
6073,溽
6074,帡
6075,幪
6076,媊
6077,餍
6078,卣
6079,筙
6080,僮
6081,岬
6082,冑
6083,镗
6084,煴
6085,淠
6086,攫
6087,柒
6088,舐
6089,锾
6090,钊
6091,鬯
6092,檇
6093,艽
6094,戆
6095,猘
6096,稞
6097,甯
6098,斠
6099,驎
6100,麫
6101,搘
6102,鳐
6103,祧
6104,浭
6105,峉
6106,崒
6107,簋
6108,窒
6109,緉
6110,囷
6111,迳
6112,辎
6113,咔
6114,嚓
6115,垸
6116,狈
6117,舃
6118,朅
6119,摈
6120,哆
6121,椟
6122,竢
6123,辮
6124,镞
6125,瑁
6126,殽
6127,剁
6128,锒
6129,飓
6130,跄
6131,妁
6132,缙
6133,缇
6134,驺
6135,摞
6136,蕣
6137,栢
6138,宖
6139,嵕
6140,啁
6141,禩
6142,邋
6143,遢
6144,讦
6145,韨
6146,欓
6147,蔟
6148,妲
6149,葟
6150,揺
6151,伎
6152,骃
6153,鸱
6154,锛
6155,蘩
6156,癌
6157,獠
6158,痹
6159,刲
6160,龠
6161,雠
6162,嬝
6163,芣
6164,苢
6165,嬖
6166,姗
6167,暹
6168,顋
6169,覧
6170,諷
6171,蔑
6172,妣
6173,嘈
6174,怦
6175,毘
6176,畵
6177,繐
6178,篲
6179,踘
6180,椶
6181,坼
6182,刬
6183,珩
6184,焗
6185,驫
6186,昃
6187,蹻
6188,礓
6189,隈
6190,诐
6191,黏
6192,葉
6193,蹽
6194,妺
6195,曕
6196,併
6197,诓
6198,籞
6199,摴
6200,蒱
6201,盹
6202,孥
6203,鹈
6204,垩
6205,侏
6206,熘
6207,嚬
6208,蓺
6209,飲
6210,桎
6211,梏
6212,溇
6213,钙
6214,掮
6215,廸
6216,檩
6217,沜
6218,幮
6219,蔤
6220,晥
6221,榉
6222,閭
6223,閻
6224,閥
6225,閱
6226,閶
6227,闔
6228,脩
6229,暎
6230,喾
6231,褊
6232,唼
6233,褭
6234,斾
6235,澹
6236,嶫
6237,觝
6238,偻
6239,箨
6240,寃
6241,跆
6242,廔
6243,砀
6244,焠
6245,砳
6246,杕
6247,埘
6248,诽
6249,劏
6250,觱
6251,篥
6252,玠
6253,锷
6254,唻
6255,嗦
6256,堙
6257,繞
6258,箑
6259,珺
6260,嘀
6261,嗒
6262,嫪
6263,鳯
6264,鞉
6265,柷
6266,鲂
6267,巗
6268,崕
6269,蜇
6270,飧
6271,旻
6272,泃
6273,甭
6274,祘
6275,槡
6276,讹
6277,刽
6278,厓
6279,罴
6280,紊
6281,嘎
6282,柩
6283,涞
6284,魯
6285,黹
6286,蘖
6287,冸
6288,鷱
6289,崄
6290,诌
6291,珨
6292,襁
6293,褓
6294,稯
6295,峯
6296,埭
6297,獭
6298,皺
6299,跽
6300,璟
6301,璘
6302,戢
6303,谡
6304,禿
6305,滿
6306,樹
6307,馄
6308,铨
6309,茭
6310,阋
6311,怼
6312,瀍
6313,钖
6314,慆
6315,屻
6316,壈
6317,俣
6318,诟
6319,蟢
6320,谽
6321,谺
6322,瓌
6323,銙
6324,鸂
6325,鶒
6326,孖
6327,樛
6328,軿
6329,嘚
6330,贳
6331,薍
6332,牪
6333,咾
6334,扦
6335,曀
6336,訸
6337,祎
6338,挼
6339,丅
6340,躃
6341,瓒
6342,裨
6343,岠
6344,嵎
6345,嗡
6346,搧
6347,翀
6348,
6349,踮
6350,祆
6351,耷
6352,邰
6353,洫
6354,塚
6355,鞵
6356,絺
6357,绤
6358,嗞
6359,舺
6360,娼
6361,闩
6362,踦
6363,珣
6364,薀
6365,螬
6366,蘵
6367,硌
6368,镒
6369,槭
6370,膂
6371,刖
6372,鬲
6373,莩
6374,玁
6375,狁
6376,溧
6377,蔵
6378,倐
6379,遙
6380,簡
6381,裀
6382,豌
6383,榫
6384,鸜
6385,岙
6386,寖
6387,罈
6388,澨
6389,筿
6390,虿
6391,鎛
6392,籛
6393,騝
6394,哒
6395,觙
6396,阽
6397,锉
6398,诨
6399,曚
6400,悚
6401,薙
6402,煕
6403,嵛
6404,麹
6405,鯑
6406,澬
6407,冱
6408,羖
6409,噔
6410,樏
6411,泌
6412,蕺
6413,翙
6414,瞟
6415,谔
6416,嚭
6417,嗾
6418,鞫
6419,涢
6420,阨
6421,鈌
6422,塍
6423,韰
6424,睍
6425,睆
6426,糸
6427,牅
6428,鋔
6429,豉
6430,疢
6431,磉
6432,袠
6433,麰
6434,將
6435,奬
6436,蠃
6437,遘
6438,姸
6439,嗖
6440,狰
6441,狞
6442,喈
6443,倶
6444,浯
6445,臲
6446,卼
6447,谌
6448,鄚
6449,鏊
6450,琚
6451,臛
6452,漁
6453,跏
6454,掂
6455,鯈
6456,宄
6457,厝
6458,狃
6459,鹍
6460,铩
6461,咯
6462,抷
6463,袴
6464,椇
6465,悝
6466,濉
6467,餸
6468,対
6469,跶
6470,鷃
6471,硉
6472,陉
6473,俘
6474,慥
6475,蚍
6476,壅
6477,刈
6478,挐
6479,觊
6480,觎
6481,噘
6482,偓
6483,氈
6484,焜
6485,嗻
6486,坌
6487,曒
6488,蝃
6489,蘧
6490,楛
6491,颃
6492,埤
6493,璚
6494,螿
6495,啧
6496,愦
6497,腺
6498,裼
6499,裎
6500,瀵
6501,筩
6502,汖
6503,琑
6504,蟲
6505,倬
6506,舩
6507,憷
6508,鞯
6509,鲰
6510,犄
6511,曆
6512,碅
6513,磳
6514,欹
6515,洟
6516,镔
6517,脰
6518,彨
6519,庋
6520,瓻
6521,笊
6522,忖
6523,斸
6524,厍
6525,廒
6526,鍧
6527,晔
6528,粿
6529,鵁
6530,鶄
6531,嘿
6532,溲
6533,痉
6534,莨
6535,菪
6536,尥
6537,泒
6538,蔫
6539,毎
6540,鳆
6541,鲞
6542,鲳
6543,跫
6544,酴
6545,醾
6546,倅
6547,匦
6548,貊
6549,浉
6550,赁
6551,肫
6552,汈
6553,闫
6554,铓
6555,铉
6556,屟
6557,蔎
6558,觳
6559,霢
6560,蝗
6561,逥
6562,鬬
6563,泖
6564,噱
6565,禔
6566,崿
6567,酖
6568,垚
6569,喦
6570,蔸
6571,襦
6572,帬
6573,葓
6574,荨
6575,挎
6576,隩
6577,桒
6578,嵏
6579,纚
6580,龈
6581,骕
6582,绐
6583,辖
6584,亻
6585,鲭
6586,絷
6587,硒
6588,襜
6589,擓
6590,秸
6591,邽
6592,卄
6593,鬛
6594,頳
6595,榮
6596,灮
6597,锸
6598,殅
6599,玓
6600,寘
6601,瑽
6602,縻
6603,酆
6604,屙
6605,闢
6606,牂
6607,牁
6608,嫫
6609,倗
6610,儗
6611,垻
6612,鼍
6613,轾
6614,驩
6615,搢
6616,柰
6617,咕
6618,旴
6619,埏
6620,氕
6621,氘
6622,氚
6623,朣
6624,翌
6625,揠
6626,谉
6627,齾
6628,踝
6629,祊
6630,恂
6631,罱
6632,扃
6633,眆
6634,湓
6635,饫
6636,煙
6637,榾
6638,柮
6639,瑇
6640,凊
6641,荊
6642,浼
6643,盃
6644,墪
6645,筟
6646,鎔
6647,連
6648,雲
6649,樂
6650,閉
6651,抆
6652,眯
6653,椑
6654,萅
6655,彂
6656,敔
6657,稖
6658,見
6659,醨
6660,倌
6661,満
6662,佺
6663,镢
6664,婶
6665,眭
6666,瓘
6667,拮
6668,晗
6669,讬
6670,谞
6671,糺
6672,橛
6673,駜
6674,苣
6675,俳
6676,襘
6677,禜
6678,眧
6679,駹
6680,笮
6681,锽
6682,焄
6683,踅
6684,夐
6685,袷
6686,圌
6687,崪
6688,璎
6689,珞
6690,丼
6691,蜍
6692,燈
6693,嘬
6694,珙
6695,噎
6696,杇
6697,擪
6698,诎
6699,蟫
6700,刳
6701,嵊
6702,舣
6703,柟
6704,緪
6705,睑
6706,虓
6707,竄
6708,訉
6709,眙
6710,涒
6711,鞞
6712,奭
6713,仡
6714,鏡
6715,孫
6716,戗
6717,陔
6718,帢
6719,鲡
6720,轵
6721,臌
6722,歈
6723,廐
6724,蹼
6725,壻
6726,秹
6727,琲
6728,烋
6729,浄
6730,埽
6731,渫
6732,靸
6733,濊
6734,氯
6735,喚
6736,莴
6737,頭
6738,巒
6739,嶽
6740,巃
6741,嵷
6742,崜
6743,嶺
6744,醵
6745,缞
6746,釄
6747,懞
6748,
6749,翾
6750,墼
6751,牦
6752,徯
6753,蒪
6754,皪
6755,嵼
6756,糵
6757,乂
6758,亵
6759,垟
6760,耖
6761,綍
6762,赪
6763,漷
6764,悳
6765,阼
6766,蹐
6767,緑
6768,寉
6769,陴
6770,眣
6771,瓿
6772,碯
6773,筅
6774,
6775,靧
6776,繙
6777,壸
6778,掳
6779,庹
6780,嬿
6781,冦
6782,終
6783,誤
6784,骷
6785,楦
6786,筲
6787,悢
6788,鷄
6789,溼
6790,饨
6791,湭
6792,鉏
6793,麍
6794,箇
6795,莜
6796,簖
6797,鋳
6798,雝
6799,鳜
6800,嫒
6801,榐
6802,傋
6803,怿
6804,倔
6805,眒
6806,從
6807,猨
6808,逌
6809,攝
6810,湆
6811,狒
6812,盱
6813,榱
6814,氎
6815,旡
6816,檞
6817,栲
6818,眞
6819,熿
6820,甞
6821,靺
6822,鞨
6823,邴
6824,沝
6825,纁
6826,袗
6827,艎
6828,阂
6829,興
6830,噐
6831,肁
6832,迍
6833,岹
6834,劻
6835,苴
6836,脘
6837,躏
6838,黠
6839,罘
6840,垭
6841,馀
6842,埼
6843,螓
6844,嗉
6845,裈
6846,齮
6847,掼
6848,岣
6849,嵝
6850,螗
6851,薬
6852,粳
6853,闖
6854,鬧
6855,甿
6856,疡
6857,鄪
6858,勠
6859,莒
6860,昒
6861,觕
6862,須
6863,褆
6864,虻
6865,踉
6866,夑
6867,唰
6868,猕
6869,剏
6870,嶲
6871,遶
6872,畇
6873,桄
6874,惴
6875,媻
6876,劢
6877,呑
6878,鷎
6879,砒
6880,斅
6881,昝
6882,冡
6883,芃
6884,鍪
6885,迴
6886,襞
6887,飢
6888,滄
6889,豤
6890,颒
6891,撂
6892,呪
6893,愀
6894,禖
6895,疱
6896,蒺
6897,槖
6898,艧
6899,峽
6900,弸
6901,媂
6902,孓
6903,朤
6904,竦
6905,侭
6906,醠
6907,妬
6908,锟
6909,铻
6910,枻
6911,矧
6912,妘
6913,趱
6914,昉
6915,翃
6916,蔇
6917,蟏
6918,蛸
6919,蹯
6920,轱
6921,鏄
6922,锃
6923,縉
6924,柂
6925,瞆
6926,寛
6927,歕
6928,晩
6929,骼
6930,牓
6931,畛
6932,鳦
6933,筭
6934,毐
6935,輝
6936,饸
6937,饹
6938,嫔
6939,疣
6940,彯
6941,秊
6942,褡
6943,疋
6944,蒌
6945,狯
6946,騕
6947,羴
6948,鱻
6949,槀
6950,殍
6951,餗
6952,為
6953,長
6954,籐
6955,砼
6956,粢
6957,堇
6958,彖
6959,敭
6960,昩
6961,穀
6962,丨
6963,滘
6964,癃
6965,糗
6966,劵
6967,鰕
6968,旿
6969,饧
6970,眲
6971,矾
6972,虀
6973,蕹
6974,疬
6975,铆
6976,愊
6977,磾
6978,忭
6979,漶
6980,汎
6981,瀐
6982,蹀
6983,諟
6984,耪
6985,脁
6986,酂
6987,蠋
6988,郤
6989,啐
6990,籯
6991,饩
6992,瘰
6993,幨
6994,砦
6995,繻
6996,弤
6997,夲
6998,皙
6999,枬
7000,帲
7001,鞸
7002,僇
7003,窬
7004,紃
7005,崀
7006,荈
7007,錢
7008,泝
7009,忡
7010,窣
7011,犂
7012,躞
7013,簜
7014,鎗
7015,笻
7016,睏
7017,謌
7018,徴
7019,梃
7020,討
7021,缛
7022,珽
7023,瑨
7024,來
7025,娣
7026,獯
7027,恀
7028,猶
7029,鲆
7030,繄
7031,龋
7032,刾
7033,櫂
7034,鯮
7035,禠
7036,豊
7037,憍
7038,蹿
7039,鳕
7040,彿
7041,録
7042,塿
7043,鑐
7044,廙
7045,薉
7046,泜
7047,蕐
7048,砻
7049,淜
7050,怳
7051,嗨
7052,挛
7053,劚
7054,衖
7055,咝
7056,檠
7057,俅
7058,阉
7059,嗋
7060,砲
7061,榅
7062,桲
7063,翣
7064,
7065,酺
7066,吋
7067,慤
7068,鰋
7069,剸
7070,揲
7071,彛
7072,哝
7073,蘐
7074,藟
7075,礞
7076,眊
7077,鱄
7078,蜥
7079,蜴
7080,臿
7081,艗
7082,麂
7083,堲
7084,坿
7085,垱
7086,枱
7087,勐
7088,愣
7089,痿
7090,碪
7091,嚏
7092,顸
7093,熛
7094,焖
7095,巿
7096,佂
7097,攡
7098,縡
7099,毾
7100,覴
7101,咁
7102,蹓
7103,畾
7104,钎
7105,寧
7106,菂
7107,遲
7108,肈
7109,濞
7110,龢
7111,蛄
7112,騑
7113,鹙
7114,嘁
7115,刜
7116,滍
7117,鴨
7118,熵
7119,蕞
7120,尨
7121,効
7122,爲
7123,咈
7124,袚
7125,沵
7126,铂
7127,拑
7128,鵷
7129,鬐
7130,谵
7131,筞
7132,殥
7133,萐
7134,犵
7135,猺
7136,阄
7137,孛
7138,傒
7139,埗
7140,増
7141,萰
7142,蝜
7143,蝂
7144,鞓
7145,槜
7146,僢
7147,隲
7148,邘
7149,絙
7150,鸸
7151,褉
7152,郜
7153,揜
7154,撺
7155,繇
7156,佉
7157,敉
7158,塆
7159,苫
7160,佝
7161,瓈
7162,闬
7163,竘
7164,胴
7165,硼
7166,缷
7167,逈
7168,阍
7169,涙
7170,棐
7171,颧
7172,岕
7173,淂
7174,氋
7175,氃
7176,捩
7177,趼
7178,蠁
7179,匋
7180,藴
7181,裉
7182,擥
7183,憗
7184,疍
7185,椈
7186,匼
7187,嗐
7188,茝
7189,髀
7190,廵
7191,薨
7192,愃
7193,屼
7194,矄
7195,坭
7196,盦
7197,鼚
7198,酻
7199,裛
7200,巑
7201,岏
7202,巌
7203,筪
7204,鋾
7205,琎
7206,舢
7207,髲
7208,磙
7209,嵦
7210,滃
